street_name,crime_number,load_shedding_status
PAPPAGAAIBERG,8,0
BRANDWACHT,16,0
THERONSBERG,13,0
OUDEKLOOF,2,0
DWARSBERG,15,0
SPITZKOP,11,0
KAROOPOORT,1,1
DU TOITSKLOOF,14,0
ROODEBERG,5,0
PAKHUIS,5,0
KEEROMSBERG,0,0
BOTTERKLOOF,2,0
BAINSKLOOF,1,1
BAYERN MUNICH,14,0
CELTIC,3,1
WANDA,10,0
FAY,15,0
RANGERS,1,0
INTER MILAN,7,0
AJAX AMSTERDAM,7,0
VILLA REAL,14,0
DYNAMO MOSCOW,15,0
MIDDELBERG,13,0
MOSTERTSHOEK,7,0
PORTO,15,0
TIERKLOOF,13,0
REAL MADRID,6,0
MAUREEN,8,0
MARCIA,11,0
MARTINE,12,0
MAANSKYNKOP,5,0
MEIRINGSPOOR,1,0
GIDEONSKOP,5,1
HEXRIVER,1,0
KELPGULL,16,0
STRANDWOLF,8,1
NADOUWBERG,14,0
SNOWDON,15,1
MATOPOS,17,0
KAMIESBERG,13,0
STROMBOLI,3,0
HUISRIVIER,12,0
CUMULUS,12,0
BERGWIND,1,0
POTEZ,8,0
CURTISS,11,1
JUNKERS,4,0
WHITLE,12,0
CARAVELLE,3,1
DEFIANT,12,0
AQUAMARINE,14,0
STRATUS,10,0
SOUTH EAST,1,0
NORTH WEST,11,0
MONSOON,6,0
ZENITH ,2,0
OXFORD ,17,0
MARQUISITE,3,0
MOONSTONE,16,0
MADAGASCAR,13,0
GERMISTON,15,0
SWELLENDAM,15,0
MIDDELTON,8,0
PRISKA,5,0
OUTDSHOORN,5,0
UPINGTON,5,0
RIVERSDALE ,3,0
ERMELO,8,1
ARGO,1,0
RAPIDE,12,0
SEA OTTER,10,0
RAPTIDE,13,0
ENVOY,16,0
ICELAND,3,1
LOCKHEAD,6,0
SABRE,3,0
SHACKLETON,10,0
BEAUFIGHTER,9,1
HAMPDEN,5,0
GRUMAN,10,1
CAPRON,15,0
THUNDERBOLT,4,1
SWORDFISH,8,0
STEARMAN,8,0
WARHAWK,9,0
INVADER,4,1
KITTY HAWK,5,1
SKUA,15,0
MARAUDER,7,0
FIREFLY,7,0
SEAFIRE,8,0
TEMPEST,14,1
TIGER MOTH,5,0
SEAHAWK,10,0
FIAT,14,0
KITTY  HAWK,10,0
BUCKBAY,13,0
OKAPI,16,1
WALL ,6,0
POLONAISE,15,0
MINUET,8,0
AZ BERMAN,5,0
TEMPORAL,4,0
HANDLEY PAGE,5,1
AVENGER,0,0
WOLMUNSTER,4,0
HIGHFIELD,12,0
BAXTER,12,0
PERCY,0,0
UPPER LIESBEEK,11,0
HORNSEY,6,0
HARE,4,1
ST PETERS,2,0
UPPER DURBAN,11,0
JOHN,3,0
ROUGHMOOR,1,0
GLENCAIRD,11,0
WELGELGEN,8,0
BOLLIHOPE,1,0
BATTEN,5,0
GEORGE,5,1
HEXAGON,4,0
KOTZEE,5,1
GRANGE,13,0
HIGHBURY,12,0
DODDS,9,0
STRUBENS,6,0
LIESBEEK,3,0
MALLESON,2,0
KOORNHOOP,2,1
INNISKILLEN,4,1
ASTLEY,11,0
KILDONAN,11,0
RYE,0,0
AYRES,8,0
CALEDONIAN,11,0
DIXTON,2,0
BLACK RIVER,7,1
HARTLEYVALE,4,0
LOWER WRENSCH,13,0
KLEIN COORNHOOP,12,1
MOLENVLIET,6,0
WEYMOUTH,12,0
WYECROFT,10,0
DANE,5,0
WEVERLEY,12,0
PERSEVERANCE,4,0
DILIGENCE,2,0
MAWSON,9,0
THE CROSSING,0,0
SERVICE,1,0
MOUNTAINVIEW,5,0
"""KING'S""",6,1
PINE ACRE,7,0
RAAPENBERG,5,1
GOLF PARK,6,0
MARIVY,12,0
LYNDALE,12,0
SYBRAND,6,1
PRIESKA,10,0
GELUKS,4,0
GELUKS ,3,0
KUILS,11,0
OASIS,7,0
ALBERMARLE,7,0
EIKE,3,0
BUCKNER,2,0
HERBRAND,7,0
DOWNING,11,0
HILLVIEW,6,0
KLAVER,10,1
HELDER,3,0
CRESSY,5,0
MOUNT CLARE,12,0
ZONNEBLOEM,7,1
NORTON,3,0
KEERT DE KOE,11,0
FREAN,11,1
BONAIR,6,0
MOOLENBERG,3,0
ARUNDEL,10,0
THORNHILL,5,0
FIRTH,2,1
FORTH,7,0
ROSELAND,2,0
MARIST,3,0
CORK,2,0
CONALL,11,0
LUTGENS,5,0
BORDON,6,0
STRATHALLAN,10,0
HARRIS,3,0
BARNARD,3,0
SAWKINS,7,0
ROBOR,10,0
BUSHWOOD,11,0
HARRIERS,2,0
MUSWELL HILL,9,0
HURLEY,6,0
ROXANA,1,0
KOWIE,6,0
KEW,3,0
RALEIGH,2,0
TWICKENHAM,9,0
PRIORY,12,1
SURREY,5,0
CHELTENHAM,8,0
KINGSTON,7,0
THICKET,1,1
CAMP GROUND,0,0
HILL PARK,6,1
LANDSEER,0,0
LANGTON,8,0
VREDENBURG,11,0
SURBITON,3,0
ANNERLEY,4,1
ST GEORGE,7,1
PILLANS,4,0
BANKSIA,4,1
LIESBEEK ,5,0
BOGNOR,3,0
GUILDFORD,4,0
UPPER ALMA,12,0
RYAN,6,0
UPPER RYAN,9,0
GROSVENER,0,0
EUREKA,3,1
CHRISTOW,1,1
FORFAR,10,0
WESTOE,6,0
10 ON MOLENVLIET,10,1
LOWER HILTON,12,0
GLEDHOLT,10,0
AYRES ,10,0
LOWER NURSERY,9,0
ST BONIFACE,10,0
ST BENEDICT,8,0
ST BONAVENTURE,2,0
ST BASIL,1,0
ST PATRICK,11,0
ST. PAUL,8,0
ST IRENE,4,0
PILANSBERG,1,0
POTBERG,1,0
WITSENBERG,12,0
ST SWITHIN,11,0
ST PETER,4,1
ST RICHARD,9,0
ST REGIS,5,0
ST RAYMOND,9,0
ST ROBERT,3,0
ST STEPHEN,4,0
ST STAINLAS,5,0
ST WENCESLAS,3,0
ST TITUS,11,0
ST URSULA,9,0
ST VICTOR,9,0
ST LUCY,9,1
ST LUKE,2,1
ST WILLIAMS,9,1
ST URBAN,3,0
ST LUCINA,1,0
ST VALENTINE,10,0
ST TIMOTHY,10,0
ST SEBASTION,7,0
ST WINIFRED,2,0
ST THERESA,4,0
ST PHILIP,11,0
STORMVOEL,6,0
ST RALPH,10,1
ST AUGUSTINE,4,1
ST BARNABAS,6,0
ST BARTHOLOMEW,11,0
DEPSITON,11,0
ST COSMOS,2,0
EPSTEN,8,0
GRINDAL,4,0
ST BEDE,5,1
ST. CANUTE,7,0
SQUAW,0,0
DENYSSEN,12,0
ST LINUS,1,0
ST LAURENCE,5,0
MURITZ,2,1
OUDEVLEI,2,0
YELLOWSTONE,6,0
RED ROMAN,9,1
MULLET,1,0
TURQUIOISE,5,1
ROSEQUARTZ,9,0
ZIRCON,11,1
GELOOF,7,0
FAUNA,7,0
ABERFELDY,9,0
LA BRENTON,8,0
BERGEN,9,0
WASSENAR,1,1
CARIGNAN,2,0
PUTTER,3,0
BOYES,10,0
DRIVER,10,0
BRASSIE,2,0
SPAN,7,1
BOGEY,8,0
CLUB,2,0
APPROACH,8,0
BRIGADE,6,0
RUTTER,4,0
MISTRAL,1,0
HANTS,11,0
LAKEFIELD,4,0
HENWICK,3,0
PROMENADE,3,1
BARBOURNE,11,1
KARPER,0,0
UXBRIDGE,9,0
 LEA,7,1
THAXTER,1,1
HARPENDEN,9,0
CROFTON,4,1
BRANDWOOD,6,0
OMBERSLEY,2,0
WYNAND,6,1
ZEE,10,0
GELDER,6,0
STELLEN,10,0
MICHELL,10,0
RUSTEN,7,1
MEULEN,10,1
TWAGEN,10,0
EAST LAKE,5,0
ARUBA,1,1
ANGUILLA,5,0
BAALEN ROAD,7,0
GUADELOUPE,5,0
HAITI,11,0
PARK ISLAND,7,0
EASTLAKE ISLAND,3,0
SONNET QUAY,9,1
SPEARHEAD QUAY,6,0
WILD ALMOND,2,0
EASTLAKE,1,0
WATERSIDE,7,0
PAROS,11,0
COSTA DA GAMA,9,0
VICTORIA CLOSE,6,0
CANNON ISLAND,9,0
TOWER,1,0
TURKS HEAD,9,0
TILLER ARM,4,0
CAPSTAN,3,0
BROMYARD,0,1
THE ROW,11,1
BATTLE RIDGE,3,0
THE ANCHORAGE,7,0
WINDERMERE,5,1
AXMINSTER,10,0
SCARBORO,11,0
DARTMOUTH,7,0
DUNBARTON,3,0
EASTBOURNE,7,0
AURORA SANDS,9,1
BOX,6,0
"""D'ALGARVE""",11,0
"""D'ALGAVE""",10,0
SAYULITA,3,1
TAMARINDO,0,0
CORNCRAKE CLOSE ,6,0
MUIZENBERG BEACH,6,1
DUIKER GATE,1,0
OYSTER BAY,5,0
SANDERLING,11,0
OCEAN VILLAS,10,1
SANTIGO BAY,6,1
SKORPIOS,2,0
SANDPIPER MEWS,9,0
CAPRICON,8,0
CORNBUSH,7,0
SILKYPUFF,5,0
SUGARBRUSH,7,0
NEVILLE RILEY,2,0
VRYGROND,4,0
TREVOR SILJEUR,8,1
JAPPIE,0,0
PHILEMON,12,0
THYS WITBOOI,7,0
CLAASEN,4,0
UPPER QUARTERDECK,10,0
DALEBROOK,2,0
QUARTERDECK,9,0
PRENTON,7,0
MOSSELLE,7,1
RODWELL,11,0
HEYTOR,12,0
FARINGDON,7,0
WESTRAY,11,0
LEY,11,0
LEIGHTON,8,0
UPPER KIMBERLEY,4,0
AMBERLEY,2,1
BROCKLEY,8,0
BOVENEY,8,1
MELROSE ,11,0
TOWERS,4,0
RONLEIGH,11,0
UPPER TOWERS,7,1
ST HELIERS,5,0
HANSEN,10,0
CROMER,11,0
CLEVEDON,7,0
WHERRY,1,0
SCOPUS,6,0
OLD BOYES,3,1
PENROSE,10,0
BELVEDERE WEST,1,0
GRAYSON,12,0
LAYTON,5,0
MAXWELL,8,1
BRYN,9,0
VERWOOD,4,0
LINCOLNFIELDS,11,0
SPOON,-1,1
CLEEK,7,0
PIVOT,10,0
CADDIE,10,0
PAR,2,0
TEE,10,0
MASHIE,9,0
DUIGNAM,3,0
PONDER,12,0
PHILMAU,4,0
BUTTERMERE,9,0
NORFOLK PINES,2,0
BRIDGE ISLAND,9,0
YARMOUTH PLACE,9,0
ST. MATTHEWS,11,1
"""WATER'S EDGE""",1,0
SUNRISE ,1,0
MONTSERRAT,4,0
TRANSFER STATION,10,0
MAC ROBERTS,8,0
PENTRICH,7,0
MENTONE,7,0
SORRENTO,12,0
MOUNT MUIZ,2,0
CAP MICHEL,11,1
OLD BOYS,8,0
VERWOED,2,0
GULFSTREAM,20,0
NKAMELA,6,0
BHONKE,1,1
GWANGQA,4,0
MGHA,3,0
NTSIKISI,35,1
QUMBU,31,1
NZINZINIBA,2,0
NKOWANE,9,0
DYWABASI,11,0
GWILI,17,0
GOBO,6,0
BUHLUNGU,23,0
MENDU,12,0
MANZANA,21,0
DLEPHU,31,1
MGWALI,7,0
NGXAKAXA,1,1
MPUTI ,29,0
KOBODI ,14,0
COLOSA,21,0
NQABARHA,13,0
QHOLORHA,10,0
MBEMBESI,1,0
CERU,27,1
DUBU,10,1
NDABAKAZI,35,0
TYHELI,29,0
LUBHELU,12,0
KUQALA,20,0
MATANZIMA,15,0
MDAKA,25,0
UMBALA WOBHEDU,18,0
PEPULI,25,1
ZAZULWANA,29,0
TYINIRHI,15,0
KOBODI,0,1
KABODI,1,0
NTSUNDU,7,0
LUHLAZA ,35,1
NOCWAMBU,19,0
UKUFIHLA,6,0
BONVANA,33,0
BOMVU,30,0
NGCISININDE,23,1
NTUBENI,10,0
GWADU,19,0
TSHABO,26,0
MPUMELELO,14,0
MTHUBI,13,0
NKUTHALO,4,0
MATLABAS,17,0
KOMANI,8,0
EXEL,17,0
KOBONGABA,22,0
MGWALANA,34,0
MOTLATSE,13,0
NGOTWANE,19,0
LEPHHALALA,1,0
MBIZANA,5,0
KINGNA,16,0
ZIMBANI,22,0
MHLATUZE,21,0
KOSHWANA,29,0
MBHASHE,1,1
TELE,27,0
LATONYANDA,5,1
XORA,1,1
BIVANE,21,0
MPENJATI,3,0
GARIEP,22,1
MPHUNZANE,7,0
KABA,24,0
NCOME,18,0
NWANEDI,18,0
ROAD 33,7,0
TWO,18,0
EIGHTEEN,30,0
MLALAZI,33,1
MDLOTANE,32,1
MBANGO,34,1
ZINKWASI,1,0
MHLABATSHANE,16,0
LETSITELE,24,0
QUEBEL,2,0
QOMOYI,8,0
GWAPUI,27,0
GWAYI,1,0
UXOLO,18,1
KHABO,10,0
MITHANI,34,0
ULWANDLE,2,0
NWABISA,13,0
OLWETHU,8,1
BONGOLWETHU,4,1
NGCIKIZA,29,1
GEYA,15,0
NCEDULUNTU,13,0
XAM,1,1
IMVUVU,7,0
ENTOKOZWENI,20,0
WALUWOLO,1,0
THEMBELIHLE ,4,1
LUVUYOLWETHU,25,0
MPUNGUTYE,9,1
ZIDE,13,0
FUMBA,1,0
MONWABISI,13,0
MANGXANDA,13,1
MANKAHLANA,1,0
DR. ERVIN TOMS,20,1
VETMAN,14,1
BUNTUBAKHE,4,0
QEBEYI,0,1
NYAKATYHA,21,0
PAULI,28,0
ZOLILE NDINISA,23,0
MTHETHI,23,0
SIFUBA,7,0
TOTO NDAMAN ,2,1
MNGQUNDWANA,3,0
VIDO FUMBA,10,0
BUTANA,12,0
LANGA ,14,1
DR XUMA,11,1
SOGA,5,1
NDZITSHE,8,1
MGABABA,20,0
MBULWANA,31,0
JONAS,21,0
MAFIKA,7,0
XOLILE DONSTER,4,0
MASAKHE,20,1
UBUHLOBO,24,1
IGIYOGIYO,13,0
JOYCE NDINISA,31,0
SIDIKI,31,0
UMGQUNGQO,7,0
BHTHWALI,34,1
MESANI,4,0
IMADOLO,14,0
BATHWALI,35,0
IMBUMBA,34,0
NKUTHAZO,13,0
STULA,9,0
MBADLISA,12,0
MAKHOHLISO,19,0
STULO,15,0
DASI,5,1
SAKWATSHA,27,1
NGHAKATGHA,26,0
ILOVANE,5,1
IMPUNGUTYE,12,0
INGQABE,28,1
MLUKWANA,18,0
MANGXABA,0,0
NDELA,7,0
INKULULEKO,26,0
NYIKI,11,0
UCOCELO ,13,1
NZWANEKAZI,23,0
IMBONISO,29,1
VAKALA,19,1
SOMTSEWU,33,0
KWALUMANZI,27,0
TONI YENGENI,32,0
ROLIHLAHLA,14,0
UNYAMEZELO,17,1
PHASE TWO,23,0
INGABANGABA,31,0
M. GIGABA,0,0
MPETA,10,0
SKADE,24,0
KWALUMAZI,29,0
PHUHLISO,16,0
SIKHAFU,21,0
ILITHA,31,0
TOY-TOY,3,0
INYANGA,1,0
ITHEMBA,19,0
IMTUTHUZELO,23,0
IHOBOLO,33,1
IXHALANGA,1,0
ISANGO,7,0
LIFA ,30,0
LUTHANDO,20,1
MAZIBULA,1,0
INKWENKWEZI ,34,0
INKQUBELA,14,0
MAKHANDLELA,24,0
INKWENKWEZI,2,0
IMBALA,4,0
UFUDO,9,0
IBHOKHWE,22,1
IKRITSI,5,0
INGQANGA,33,0
KUFA,10,0
ZOLILE,17,1
IZALA,12,0
IHOSLO,23,0
NYAMEKO,5,0
NTLAKOHLAZA ,7,1
IMPUMELELO,17,0
ICELU ,14,1
QHAYIYA,15,0
IVUKUTHU,28,0
BOBOYI,11,0
TEKWANE,6,1
INGQANGQOLO,26,0
IMPINDA,9,1
INTETHE,15,0
UPHAWU,13,1
FIKIZOLO,34,0
FEBANI,15,1
SIHLANU,33,0
UNONKALA,4,1
UKREBE,26,0
SIYO ,6,0
IFLAWA,10,1
UTSHESI,27,1
UNYINGE ,14,0
IWATLISI,5,1
SINE,1,0
SIYO,2,0
MICHAEL MAYEKI,1,0
YENKOMO,29,1
SITHELO,1,0
INKUKHU,17,1
JIKANISI,22,0
LWANYANA,16,0
IGUSI,18,0
SITHATHU,18,0
UTHULWANA,7,1
EKUNGENENI,6,0
IBALONA,27,0
IPAKI,31,0
FITSHANE,11,0
IKATI,34,0
INJA,25,0
INTLANZI,4,0
SIBENI,6,0
IHAGU,3,0
SIHUME,19,0
NOMAKHWEZI MADINGA,7,0
QUMBO,17,0
PULA,5,0
NONGQAUSE,2,1
DUBI,5,1
X SBINDI,12,1
P PUTEGO,14,0
NAAS KWATSHANA,24,1
THEMBU,27,0
NCEBA MATINYANE,13,0
NONTSIKELELO KENKE,25,0
POTOTO THOANE,31,0
BANTU QWALANE,19,0
THEMBELE KWANDLA,28,0
BUKHOSIBAKHE NGILAMANE,27,0
NGCINGWANE,3,0
ITHAFA,34,0
MABOPHE,14,0
NBHONGISA,28,0
VUYANI MZAMO,30,0
KHIWANE,5,0
THEMBILE KILDASI ,6,1
SIZIWE KWINDLA,9,1
ZWELISHIA,16,1
PONKI MAYEKI ,24,0
IHOTE,12,0
SITHANDATU,4,1
IHASHE,16,0
INQATHA,17,0
SAKKIESDORP,5,0
ESILE,32,0
IZIMVU,26,0
MPINGA,18,0
MTHAMZELI,10,0
LUVO,21,0
SINETHEMBA,5,0
KHANYA ,22,1
SIMUNYE,20,0
MAVA,9,0
MADUBULA,0,0
MOYA,35,0
QONDILE,13,0
WAKA,18,0
MATATA,20,1
GORILA,21,0
WINKS,12,0
FANI,26,0
COLA,29,0
BANGANI,34,0
NDLELA,19,0
DYWILISI,11,1
ELLIOT WAKA,11,0
NDUMISENI,3,0
DYAKOPHU,2,1
MHLOPE,23,0
PINKI,8,0
KANDANDLOVU,1,0
SHAUN,19,0
NGQONBELA,22,0
IWINTILI,8,0
IZITYALO,7,0
PRUNI,22,0
SIYAZI TYAMTYAM,11,0
MFUSA,25,1
GCINIKHAYA QOTYWA,5,0
IQHUDE,22,1
ISIRAFU,12,1
NJOKWANA,15,1
PHAMBANISO,33,0
MAIN,2,0
LIGHTHOUSE,2,0
PROTEA,4,0
DISA,4,0
STRELITZIA,1,0
NERINA,3,0
CLAN MONROE,1,1
ALOE,4,1
DREYER,1,0
FORSYTH,5,0
GLADIOLI,1,0
BENNING,4,0
GLADIOLA,2,0
ARUM,5,0
BEACH,0,0
VAN DE HORST,1,1
AFRICANER,1,1
SOMERSET,4,0
VAN IMHOFF,1,0
HUSKISSON,2,1
ERICA,3,0
KOMMETJIE,3,0
JACOB,3,0
KELP,0,0
MELKHOUT,3,0
IXIA,1,0
DIEMAR,5,0
SURF,1,0
KIRSTEN,2,1
SEELIGER,3,0
PIPERS,0,0
OYSTER,2,1
GREENWAYS,1,0
FISHERMANS,3,0
MARINERS,3,0
PERIWINKLE,0,0
KOMMETJIE MAIN,3,0
BEACHCOMBER BAY,5,0
RUBBI,2,0
TEUBES,4,0
SUSAN,1,0
DE VILLIERS,4,0
VAN DER POLL,1,0
CRASSULA,1,0
MOUNTAIN,3,0
MAREE,4,0
OSBORNE,1,0
MARTIN,2,0
WIRELESS,2,0
SUNBIRD,3,0
ANDREWS,4,0
SWALLOW,2,0
FLAMINGO,3,0
HERON,3,0
WEAVERS,4,0
CANARY,1,0
DUIKER,1,0
TOPAZ,0,0
RIVERSIDE,3,0
BITOU,3,0
PROTEA RIDGE,2,0
SEDGE,3,0
SADDLERS,1,0
WARBLER,5,0
CAMPHOR,4,0
CHRISTINA,4,0
NICHOLI,0,0
FUCHSIA,4,0
SANDSTONE,0,0
SHRIKE,1,1
GULL,5,0
OTTER,5,0
WAGTAIL,4,0
SLANGKOP,2,1
MIRA,2,0
SIRIUS,2,0
ORION,2,0
CAPELLA,3,0
HYDRA,4,0
CASTOR,5,1
JUPITER,2,0
MILKY,0,0
MARS,0,0
PHOBUS,5,0
MERCURY,4,0
DESPINA,3,0
HALLEY,1,0
MI ZAR,2,1
TAURUS,1,1
SCORPIO,2,0
VIRGO,0,1
ASTEROID,1,1
NEBULA,4,0
PROTEUS,3,0
TITAN,3,0
HELENE,5,0
NEPTUNE,1,1
HYPERION,3,1
LARISSA,5,1
LYRA,1,1
CERES,3,0
DELTA,1,0
POLARIS,3,0
DELTO,3,0
EUROPA,1,0
VENUS,5,0
PEGASUS,5,0
HERCULES,4,0
GALAXY,5,0
ARIES,3,1
ALCOR,4,0
COMET,5,1
BETA,0,0
CALLISTO,4,0
ALPHA,4,0
AQUARIUS,4,1
COLUMBIA,4,0
AURIGA,2,0
ANTARES,1,0
APOLLO,1,0
CYGNUS,0,0
BOOTES,0,0
SERPENS,2,0
FORNAX,2,0
LIBRA,5,0
CORVUS,3,1
CAPRICORN,5,0
ANDROMEDA,2,0
TUCANA LINK,2,0
CRUX,3,0
URSA,0,1
MUSCA,2,0
CENTAUR,1,0
PAYNE,0,0
WYNGAARD,4,0
ADONIS,4,0
PHEIFFER,2,1
SOLOMONS,0,0
KEATING,3,0
THOMPSON,3,0
LEVENDAL,4,0
MATTHEWS,1,0
LAGUMA,3,0
RHINO,4,0
BUFFALO,4,0
CHEETAH,3,0
SWAN,2,0
SEAGULL,2,0
CARNATION,5,0
STORK,3,0
KINGFISHER,3,0
EAGLE,0,0
FALCON,5,0
DEER,2,0
CEDARBERG,5,0
CHAPMANS,1,0
SENTINAL,5,0
SIMONSBERG,4,0
LEO,4,0
PUMA,4,1
WOODWARD,4,0
ROCKDALE,2,0
INDUS,0,0
POLLUX,1,0
CARINA,5,0
DRACO,1,0
ZODIAC,4,1
PLUTO,4,1
GEMINI,4,0
AQUILA,5,1
LYNX,1,0
ALTAIR,3,0
CETUS,2,0
RIGEL,4,1
SATURN,1,1
JASMINE,3,0
PETUNIA,1,0
DOVE,1,0
PELIKAN,2,1
ROBIN,4,0
ROSE,3,0
ORCHID,5,0
DAFFODIL,2,1
HIBISCUS,0,0
LILY,2,1
DARTER,1,0
PLOVER,0,0
SPOONBILL,4,0
CURLEW,2,0
DAISY,2,1
ATLANTIC,2,0
HARRIER,2,1
RAMERON,0,1
CORMORANT,3,0
BRITTLESTAR,5,0
SEAHORSE,5,0
PIPEFISH,0,0
TEAL,3,0
IBIS,5,0
GREBE,0,0
STEENBRAS,4,1
WILDEVOELVLEI,3,0
EGRET,3,0
MINKE,5,0
SOUTHERN RIGHT,1,0
MILKWOOD,2,0
ORCA,1,0
NOKOTA,3,0
SANDPIPER,2,0
SEAWHEAT,3,0
MARWARI,4,1
HACKNEY,3,0
HACKAMORE,3,1
BRIDLE,1,0
PELICAN,2,0
"""SQUIRE'S""",2,0
GANET,3,0
THE POINT,1,0
OYSTERCATCHER,3,0
OLD CAMP,3,0
CAMEL ROCK,2,0
ROYAL TERN,4,0
BALEEN,1,0
FIN WHALE,3,0
BLUE WHALE,4,1
PILOT ,1,0
MARTHA BROWN,1,0
MARTHA BROWN ,2,0
MICHAEL ENGEL,1,0
CORRIE KLAZEN,4,0
MIKE PIENAAR,14,1
SEA VIEW,1,0
SOLWAY,4,0
KEERWEDER,11,0
SIDVALE,6,1
BOOMPIES,5,0
SETTLER,12,0
OOSTERSEE,9,0
DJ WOOD,2,0
GEORGE STARCK,12,0
HARLEY,4,0
INTHLABATI,5,0
JENKINSON,5,0
TONER - SOUTH,15,0
WESSEL - SOUTH,9,0
WYNNE,14,1
WILLIAMS,1,0
JONES,9,0
MATTHEE,8,0
TRANSPORT,15,0
BINDERS,13,0
DE BEER,2,0
SPINAAL,3,0
AWÃ‰VENUE,10,0
BOULEVARD PARK,7,0
JOPIE FOURIE,0,1
VISAGIE,11,0
EASTWOOD,5,0
FAIRYDENE,15,1
DELL,14,0
MATIE,4,0
BRIARDENE,13,1
JEAN SIMONIS,0,0
HOFMEYER,9,0
PAROWDISE PLACE,4,0
DE LA REY - SERVICE,7,0
PICTON,3,0
KING EDWARD,11,0
KLOSSER,3,0
VAN EYSSEN,11,0
ANDRIES PRETORIUS,2,0
OLDHAM,7,0
MC INTYRE,14,1
ROBERTSON,7,1
FAIRFIELD - SOUTH,1,0
KITCHENER,13,0
MCCARTHY,1,1
SCHARMBERG,10,0
NORDEN,7,0
WENDTLANDT - SOUTH,9,0
GLENBOIG - SOUTH,3,0
FRITZ SPILHAUS,11,0
ARNOLD WILHELM,10,1
TIERBERG,13,0
PROVIDENT - SOUTH,3,1
LAWLEY,10,0
LEIBRO,1,0
REID - WEST,5,0
SEDDON,0,0
FAIRFIELD - NORTH,1,0
RICKETTS,14,0
PERRY,14,1
TIMMERMAN,14,0
BEROLD,9,0
DAITSH,12,0
TULBAGH,12,0
PAUL DE GROOT,6,0
DU TOIT,10,0
TOTIUS,6,0
MC GUINNESS,7,1
DE MIST,3,0
HANNES LOUW,13,0
FITZPATRICK,7,0
DE GRENDEL,10,0
HERBERT BAKER,14,0
CHRISTIAAN BEYERS,7,0
GUSTAV PRELLER,13,0
WENNING,4,0
JAN CILLIERS,4,0
MINETTE,2,0
CHARMAINE,0,1
NICOLE,10,0
STEYNBERG,9,0
JAVA - WEST,12,0
FAULL,15,0
WENDTLAND - NORTH,9,0
JAVA - EAST,13,0
ODETTE,14,0
BRIDGITTE,5,0
NITA,7,0
ANTOINETTE,10,0
SIMONE,8,0
CLAIRE,15,0
TAMSYN,13,0
RENE,12,0
PROOT,10,1
SPES BONA,2,0
PROVIDENT - NORTH,1,1
MAURITIUS,14,0
KOMPANJE,2,0
PROVIDENT NORTH,8,1
INFANTE,13,0
GLENBOIG - NORTH,5,0
LAERSKOOL DE TYGER,3,0
POWELL,4,0
REID - EAST,11,0
GOEDE HOOP,4,1
ESPERANCE,2,0
BRUG,0,0
AMSTERDAM,6,0
TONER - NORTH,15,0
WESSEL - NORTH,1,0
COLLINGS,2,0
COUCH,4,0
GOEDGEDACHT,12,0
SKEMERZICHT,7,0
KLEINEWEIDE,3,0
GROENEWEIDE,5,0
UYS KRIGE,15,0
DEODAR,3,0
MOPANIE,9,0
ESDORING,9,0
LAUREL,7,0
BLOEKOM,9,0
KREMETART,4,0
AGULHAS,11,0
NIESHOUT,13,0
MAROELA,7,0
CAROB,11,0
NUXIA,4,0
EYBERS,3,0
GLAUDINA,11,0
JACQUELINE,4,0
MICHELLE,3,0
MADELEINE,11,0
COLETTE,13,1
DOMINIQUE,12,0
CHANTELLE,5,0
VAN BRUGGEN,1,0
LEIPOLD,10,0
OERDER,14,0
ROY CAMPBELL,14,1
PLATTEKLOOF,5,0
A P  BURGER,6,0
ROY DE VRIES,9,0
WINDELL,8,1
PEN KOTZE,11,1
GRAAFF,6,0
WITELS,4,0
SWARTHOUT,9,0
AMANDELBOOM,4,1
SONNEDOU,2,0
AUREA,2,0
ASTRID,10,0
FUCHIA,10,1
ARISTIA,12,0
JOHN VORSTER,15,0
JIM FOUCHE,8,0
LOREA,6,0
KANDELAAR,15,0
TAMBOTIE,9,0
YSTERHOUT,10,1
BERGROOS,11,0
MEYBOOM,6,0
VLEIROOS,8,0
SERRURIA,15,1
SILWERBOOM,3,0
BUCHU,14,1
PLATTEKLOOF GATE,15,0
VILLA SENICIO,13,0
SENECIO,5,0
ROTHSCHILD,6,0
KOLLEGE,4,0
GENL. MANIE MARITZ,15,1
AKADEMIE,15,1
MON REPOS,2,1
VERSAILLES,8,0
ELVY,15,0
TOURAIN,12,0
PANORAMA,15,0
ALK VAN ZYL,1,0
BURGANDY,7,0
CHAMONIX,13,0
DIJON,1,0
HEIDELBERG,5,1
ERICH VON BAYER,8,0
PIKETBERG,6,0
NOVA,4,0
HENNIE WINTERBACH,1,0
SOLLY FREEDBURG,15,0
GELMAR,4,0
BERGSIG,3,0
HEUWELSIG,15,1
TAFELSIG,7,0
SKOONSIG,9,0
SEDER,3,0
MAARTBLOM,14,0
ONSE RUS,8,0
KAREE,6,0
GEELBOS,4,0
FRANSCHOEK,0,0
LA MOTTE,8,0
RACHEL BLOCH,3,1
OLYF,8,0
VAN NIEROP,8,0
CJ LANGENHOVEN,11,0
ANDREW MURRAY,10,0
MIKRO,14,0
PIERNEEF,13,0
PRESIDENT SWART,4,0
DJ GELDENHUYS,14,0
LC STEYN,6,0
MADELIEFIE,4,0
DANIE THERON,3,0
